"reactor.ID","IPL.num","User","Type.1","Type.2","sample.ID","group.num","rep.num","Date.Time","Data.File","IPL.ID","Name.full","flag.major","flag.analysis","primes","comments","version","d17O","d.17O","d17O.err","d18O","d.18O","d18O.err","CAP.17O","CAP17O.err","d33","d33.err","d34","d34.err","d35","d35.err","d36","d36.err","X33.mismatch.R2","X34.mismatch.R2","d.18O.prelim","test.d.18O.prelim","flag.d18O","flag","reactor.segment","d33.smow_ref","d34.smow_ref","d17O.slap","d18O.slap","dp17O.final","dp18O.final","D17O.final","D17O.per.meg","dp17O.final.2nd","dp18O.final.2nd","D17O.final.3rd","dp17O.final.2nd.type","dp18O.final.2nd.type","D17O.final.3rd.type"
"1863-1906",1864,NA,"WaterStd","SMOW","SMOW",1,2,"2014-09-24 00:00:00",NA,"JHU-17O-1864",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW-2-052013-2b, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 342, O2.resid, 50, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.7752142857143,0.0257495703395379,-33.9939,0.0226262320506885,NA,NA,NA,NA,-17.7752142857143,-33.9939,-33.9939,0.163285714285706,0,0,1,1.10377734111644,2.07167564514976,1.16675427787592,2.18595869747743,1.16607414908085,2.18357296587187,0.0131476231004981,13.1476231004981,1.16607414908085,2.18357296587187,13.1476231004981,"no correction","no correction","no correction"
"1863-1906",1865,NA,"WaterStd","SMOW","SMOW",1,3,"2014-09-24 00:00:00",NA,"JHU-17O-1865",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, 2014-GSL-JRW, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 342, O2.resid, 50, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.0982857142857,0.0406961675570347,-38.2802714285714,0.0761086030728314,NA,NA,NA,NA,-20.0982857142857,-38.2802714285714,-38.2802714285714,4.28637142857141,0,0,1,-1.2639450132782,-2.37472629772195,-1.33606045015441,-2.50572700257738,-1.33695377469672,-2.50887159056744,-0.012269574877116,-12.269574877116,-1.33695377469672,-2.50887159056744,-12.269574877116,"no correction","no correction","no correction"
"1863-1906",1873,NA,"WaterStd","USGS45","USGS45",1,1,"2014-09-25 00:00:00",NA,"JHU-17O-1873",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, USGS45-140815-1, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 324, O2.resid, 54, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1674857142857,0.0246504507158975,-36.5982,0.0287420310316808,NA,NA,NA,NA,-19.1674857142857,-36.5982,-36.5982,1.6820714285714,0,0,1,-0.440130149035767,-0.869638865296452,-0.465242141762242,-0.917612100962725,-0.465350400466458,-0.918033364670833,0.0193712160797425,19.3712160797425,-0.465350400466458,-0.918033364670833,19.3712160797425,"no correction","no correction","no correction"
"1863-1906",1874,NA,"WaterStd","USGS45","USGS45",1,2,"2014-09-25 00:00:00",NA,"JHU-17O-1874",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, USGS45-140815-1, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 367, O2.resid, 91, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.2403571428571,0.0264268395157437,-36.7462,0.0174908671821216,NA,NA,NA,NA,-19.2403571428571,-36.7462,-36.7462,0.148000000000003,0,0,1,-0.514392935594854,-1.02312756902101,-0.543742053544414,-1.07956793978178,-0.543889934863481,-1.08015109299023,0.0264298422353614,26.4298422353614,-0.543889934863481,-1.08015109299023,26.4298422353614,"no correction","no correction","no correction"
"1863-1906",1884,NA,"WaterStd","SLAP","SLAP",1,2,"2014-09-26 00:00:00",NA,"JHU-17O-1884",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, SLAP2-051613-1a, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 342, O2.resid, 59, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.6789142857143,0.0264688730820946,-85.3551857142857,0.0285054242776804,NA,NA,NA,NA,-45.6789142857143,-85.3575776778094,-85.3551857142857,1.11568571428569,0,0,1,-27.5792201148529,-51.6623573578234,-29.1527755198696,-54.5122879939815,-29.5861614012685,-56.0543872599669,0.010555071994041,10.555071994041,-29.5861614012685,-56.0543872599669,10.555071994041,"no correction","no correction","no correction"
"1863-1906",1885,NA,"WaterStd","SLAP","SLAP",1,3,"2014-09-27 00:00:00",NA,"JHU-17O-1885",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, SLAP2-051613-1a, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 337, O2.resid, 66, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.7223571428571,0.0281764809490987,-85.4332571428572,0.0332843200731649,NA,NA,NA,NA,-45.7223571428571,-85.4346091129628,-85.4332571428572,0.078071428571505,0,0,1,-27.7449210727847,-51.9707153622674,-29.3279306841526,-54.8376564286248,-29.7665924331083,-56.3985741039527,0.0118546937787549,11.8546937787549,-29.7665924331083,-56.3985741039527,11.8546937787549,"no correction","no correction","no correction"
"1863-1906",1901,NA,"CO2Std","Tank#2 CO2","Tank#2 CO2",1,2,"2014-09-29 00:00:00",NA,"JHU-17O-1901",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, JHU-CDW-458, CDW.num, NA, sample.descrip, Tank #2 CO2, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 397, O2.resid, 60, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81667142857143,0.0263497773433771,-5.64304285714285,0.0162091723132535,NA,NA,NA,NA,-2.81667142857143,-5.65203776981569,-5.64304285714285,0.454957142857149,0,0,1,15.7153628706819,30.2447498829426,16.6120160060489,31.9131878653082,16.4755457582238,31.4145432355071,-0.11133307012398,-111.33307012398,16.4755457582238,31.4145432355071,-111.33307012398,"no correction","no correction","no correction"
"1863-1906",1913,NA,"WaterStd","SMOW","SMOW",2,6,"2014-10-01 00:00:00",NA,"JHU-17O-1913",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, NA, CDW.num, NA, sample.descrip, VSMOW2-052013-2b, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 320, O2.resid, 55, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.623,0.0196660525573489,-33.6703857142857,0.0175675036435177,NA,NA,NA,NA,-17.623,-33.6597633572047,-33.6703857142857,1.0717857142857,0,0,1,0.384066541285977,0.726101753940167,0.405979778114641,0.766156829615278,0.405897390622193,0.765863481295872,0.00152147249797258,1.52147249797258,0.405897390622193,0.765863481295872,1.52147249797258,"no correction","no correction","no correction"
"1863-1906",1923,NA,"CarbonateStd","NBS-19","NBS-19",1,2,"2014-10-03 00:00:00",NA,"JHU-17O-1923",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, JHU-CDW-478, CDW.num, NA, sample.descrip, NBS-19, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 381, O2.resid, 52, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.575157142857143,0.0773613084796868,-1.3565,0.156830079745696,NA,NA,NA,NA,-0.575157142857143,-1.3565,-1.3565,1.30234285714286,0,0,1,17.4903885969826,33.6948740514962,18.4883173055541,35.5536365770956,18.3194861285629,34.936198268776,-0.126826557350814,-126.826557350814,18.4461858593564,34.936198268776,-126.826557350814,"secondary correction applied but only meaningful if D'17O correction was applied","no secondary correction","No tertiary normalization possible for this analysis, kept SMOW-SLAP corrected data"
"1863-1906",1924,NA,"CarbonateStd","NBS-19","NBS-19",1,3,"2014-10-03 00:00:00",NA,"JHU-17O-1924",NA,NA,0,0,"session.name, Sep_2014_2, session.numeric, 2014_09_2, Reduction.ID, JHU-CDW-479, CDW.num, NA, sample.descrip, NBS-19, replicate.set, NA, project, NA, flag_normalize, 0, flag notes, NA, comments, NA, O2.yield, 377, O2.resid, 53, comments, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.463328571428571,0.0265170010701806,-1.15551428571429,0.0136432208118202,NA,NA,NA,NA,-0.463518227203859,-1.15565539940678,-1.15551428571429,0.20098571428571,0,0,1,17.60423857521,33.9029141605187,18.6086630892414,35.773153124875,18.4376403303369,35.14815569596,-0.120585877129976,-120.585877129976,18.5581056215897,35.14815569596,-120.585877129976,"secondary correction applied but only meaningful if D'17O correction was applied","no secondary correction","No tertiary normalization possible for this analysis, kept SMOW-SLAP corrected data"
